Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Dementia	C0497327	DLD	1738	P09622	dihydrolipoamide dehydrogenase	Enzyme	190	0.517	0.769	0.0095142	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	SARDH	1757	Q9UL12	sarcosine dehydrogenase	Enzyme	166	0.523	0.846	5.2689e-16	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	DPP6	1804	P42658	dipeptidyl peptidase like 6	Enzyme	71	0.603	0.692	0.33997	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	DRD2	1813	P14416	dopamine receptor D2	G-protein coupled receptor	437	0.436	0.846	0.74709	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	DSC3	1825	Q14574	desmocollin 3	Cell adhesion	103	0.57	0.808	2.2848e-21	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	AGT	183	P01019	angiotensinogen	Enzyme modulator	765	0.367	0.923	4.9706e-08	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	DSPP	1834	Q9NZW4	dentin sialophosphoprotein		114	0.556	0.769	1.1191e-07	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	AGTR2	186	P50052	angiotensin II receptor type 2	G-protein coupled receptor	229	0.496	0.808	0.0082345	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	E2F1	1869	Q01094	E2F transcription factor 1	Nucleic acid binding	324	0.441	0.846	0.9877	0.01		1.0	1	0	2007.0	2007.0
Dementia	C0497327	ECE1	1889	P42892	endothelin converting enzyme 1	Enzyme	157	0.541	0.769	0.95987	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	EDN1	1906	P05305	endothelin 1	Signaling	679	0.38	0.846	0.45504	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	EEF1A2	1917	Q05639	eukaryotic translation elongation factor 1 alpha 2	Enzyme	166	0.554	0.808	0.99558	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	EGFR	1956	P00533	epidermal growth factor receptor	Kinase	1394	0.295	0.885	0.36837	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	AHR	196	P35869	aryl hydrocarbon receptor	Transcription factor	532	0.41	0.923	0.99999	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	EIF4G2	1982	P78344	eukaryotic translation initiation factor 4 gamma 2	Nucleic acid binding	75	0.593	0.692	1.0	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	ELF3	1999	P78545	E74 like ETS transcription factor 3	Transcription factor	112	0.551	0.808	0.98323	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	UBR4	23352	Q5T4S7	ubiquitin protein ligase E3 component n-recognin 4		19	0.76	0.269	1.0	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	NCSTN	23385	Q92542	nicastrin		40	0.666	0.462	0.99942	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	FOLH1	2346	Q04609	folate hydrolase 1	Enzyme	311	0.453	0.885	6.1977e-09	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	GAPDH	2597	P04406	glyceraldehyde-3-phosphate dehydrogenase	Enzyme	305	0.447	0.808	0.11388	0.01		1.0	1	0	2004.0	2004.0
Dementia	C0497327	SH2B1	25970	Q9NRF2	SH2B adaptor protein 1		140	0.566	0.731	0.96861	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	LRP10	26020	Q7Z4F1	LDL receptor related protein 10		12	0.751	0.231	4.9806e-08	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PTPN22	26191	Q9Y2R2	protein tyrosine phosphatase non-receptor type 22		400	0.438	0.846	3.4921e-21	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	FBXW8	26259	Q8N3Y1	F-box and WD repeat domain containing 8		18	0.743	0.385	5.2356e-16	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	HSPB8	26353	Q9UJY1	heat shock protein family B (small) member 8		122	0.57	0.577	0.043128	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	SEZ6L2	26470	Q6UXD5	seizure related 6 homolog like 2		20	0.769	0.231	0.11743	0.01		1.0	1	0	2013.0	2013.0
Dementia	C0497327	SLC17A5	26503	Q9NRA2	solute carrier family 17 member 5	Transporter	252	0.491	0.808	6.8514e-10	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	GDF1	2657	P27539	growth differentiation factor 1	Signaling	136	0.529	0.692	0.41237	0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	GDNF	2668	P39905	glial cell derived neurotrophic factor	Signaling	409	0.434	0.885	0.2035	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	GH1	2688	P01241	growth hormone 1	Signaling	686	0.373	0.923	0.030057	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	GHR	2690	P10912	growth hormone receptor	Signaling	247	0.49	0.846	8.4385e-05	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CBLIF	2694	P27352	cobalamin binding intrinsic factor		185	0.507	0.808	0.00024911	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CYFIP2	26999	Q96F07	cytoplasmic FMR1 interacting protein 2	Enzyme modulator	95	0.633	0.731	1.0	0.01		1.0	1	0	2013.0	2013.0
Dementia	C0497327	GLS2	27165	Q9UI32	glutaminase 2	Enzyme	85	0.597	0.538	1.3239e-10	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	SIT1	27240	Q9Y3P8	signaling threshold regulating transmembrane adaptor 1		29	0.682	0.615	0.00096493	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	MRGPRX1	259249	Q96LB2	MAS related GPR family member X1	G-protein coupled receptor	166	0.531	0.923		0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	BACE2	25825	Q9Y5Z0	beta-secretase 2	Enzyme	54	0.628	0.615	0.0067632	0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	CABIN1	23523	Q9Y6J0	calcineurin binding protein 1	Enzyme modulator	136	0.536	0.846	3.2844e-17	0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	LPAR3	23566	Q9UBY5	lysophosphatidic acid receptor 3	G-protein coupled receptor	194	0.509	0.923	0.67935	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	PADI4	23569	Q9UM07	peptidyl arginine deiminase 4		196	0.494	0.808	4.6001e-16	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	DDX58	23586	O95786	DExD/H-box helicase 58		144	0.526	0.808	1.7558e-23	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	KLHDC2	23588	Q9Y2U9	kelch domain containing 2		16	0.76	0.231	0.026499	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CD2AP	23607	Q9Y5K6	CD2 associated protein		113	0.558	0.731	0.22989	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	ALK	238	Q9UM73	ALK receptor tyrosine kinase	Kinase	519	0.396	0.846	3.2299e-06	0.01		1.0	1	0	2009.0	2009.0
Dementia	C0497327	FNDC5	252995	Q8NAU1	fibronectin type III domain containing 5		61	0.631	0.538	0.5458	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	G6PD	2539	P11413	glucose-6-phosphate dehydrogenase	Enzyme	410	0.424	0.846	0.97158	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	ANKK1	255239	Q8NFD2	ankyrin repeat and kinase domain containing 1	Kinase	71	0.604	0.462	7.4008e-12	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	PCSK9	255738	Q8NBP7	proprotein convertase subtilisin/kexin type 9	Enzyme	257	0.482	0.808	2.7059e-17	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	QPCT	25797	Q16769	glutaminyl-peptide cyclotransferase	Enzyme	94	0.568	0.731	1.1987e-15	0.01		1.0	1	0	2013.0	2013.0
Dementia	C0497327	BRI3	25798	O95415	brain protein I3		10	0.792	0.192	0.033766	0.01		1.0	1	0	2016.0	2016.0
Dementia	C0497327	GCA	25801	P28676	grancalcin		87	0.59	0.731	0.00013787	0.01		1.0	1	0	1995.0	1995.0
Dementia	C0497327	TPSG1	25823	Q9NRR2	tryptase gamma 1	Enzyme	53	0.638	0.5	7.5883e-15	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	PRDX5	25824	P30044	peroxiredoxin 5		153	0.522	0.808	0.00017921	0.01		1.0	1	0	1996.0	1996.0
Dementia	C0497327	GCLC	2729	P48506	glutamate-cysteine ligase catalytic subunit	Enzyme	198	0.509	0.885	0.42718	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PTCRA	171558	Q6ISU1	pre T cell antigen receptor alpha		51	0.656	0.692	0.14449	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	NAT2	10	P11245	N-acetyltransferase 2	Enzyme	311	0.451	0.885	3.2744e-06	0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	LANCL1	10314	O43813	LanC like 1		113	0.552	0.692	1.0827e-11	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CDR2	1039	Q01850	cerebellar degeneration related protein 2		45	0.647	0.654	4.299e-07	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	SPON1	10418	Q9HCB6	spondin 1	Extracellular structure	31	0.705	0.385		0.01		1.0	1	1	2013.0	2013.0
Dementia	C0497327	CFDP1	10428	Q9UEE9	craniofacial development protein 1		71	0.619	0.615	0.0036535	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	OLFM1	10439	Q99784	olfactomedin 1	Cellular structure	32	0.695	0.423	0.99679	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CEACAM5	1048	P06731	CEA cell adhesion molecule 5		428	0.42	0.846	4.1625e-10	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CRTAP	10491	O75718	cartilage associated protein	Extracellular structure	66	0.636	0.654	0.00055361	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CEBPB	1051	P17676	CCAAT enhancer binding protein beta	Transcription factor	182	0.508	0.731	0.35809	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	CECR	1055		cat eye syndrome chromosome region		81	0.599	0.731		0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	MTCO2P12	107075310		MT-CO2 pseudogene 12		703	0.368	0.962		0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	NES	10763	P48681	nestin		302	0.45	0.808	1.6236e-06	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	CGA	1081	P01215	glycoprotein hormones, alpha polypeptide		180	0.508	0.808	0.34518	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CEACAM3	1084	P40198	CEA cell adhesion molecule 3		204	0.494	0.731	1.067e-09	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CEACAM7	1087	Q14002	CEA cell adhesion molecule 7		202	0.494	0.769	1.3466e-07	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PPARGC1A	10891	Q9UBK2	PPARG coactivator 1 alpha	Transcription factor	350	0.453	0.885	0.9973	0.01		1.0	1	0	2009.0	2009.0
Dementia	C0497327	EBNA1BP2	10969	Q99848	EBNA1 binding protein 2		116	0.55	0.692	1.3668e-09	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CDKN1A	1026	P38936	cyclin dependent kinase inhibitor 1A		490	0.403	0.769	0.0018575	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	RIDA	10247	P52758	reactive intermediate imine deaminase A homolog		72	0.606	0.769	0.067892	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	ADA	100	P00813	adenosine deaminase	Enzyme	379	0.44	0.885	2.8825e-12	0.01		1.0	1	0	2007.0	2007.0
Dementia	C0497327	ZGLP1	100125288	P0C6A0	zinc finger GATA like protein 1		186	0.512	0.808	0.3868	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	AD11	100188795		Alzheimer disease-11		20	0.722	0.462		0.01		1.0	1	0	2020.0	2020.0
Dementia	C0497327	GNE	10020	Q9Y223	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	Enzyme	118	0.61	0.692	2.4844e-16	0.01		1.0	1	0	2001.0	2001.0
Dementia	C0497327	MCI2	100233226		Myocardial infarction, susceptiblity to, 2		3	0.89	0.077		0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	AD16	100271718		Alzheimer disease 16		4	0.861	0.192		0.01		1.0	1	0	1997.0	1997.0
Dementia	C0497327	MIR2113	100302164		microRNA 2113		2	0.931	0.077		0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	FAS-AS1	100302740		FAS antisense RNA 1		29	0.695	0.538		0.01		1.0	1	0	1988.0	1988.0
Dementia	C0497327	FPGT-TNNI3K	100526835	Q59H18	FPGT-TNNI3K readthrough		12	0.89	0.154	3.2476e-48	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	ERVK-18	100775105		endogenous retrovirus group K member 18		106	0.56	0.654		0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	PGR-AS1	101054525		PGR antisense RNA 1		172	0.514	0.808		0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	AD17	101290498		Alzheimer disease 17		6	0.839	0.308		0.01		1.0	1	0	2016.0	2016.0
Dementia	C0497327	WASF2	10163	Q9Y6W5	WASP family member 2	Cellular structure	95	0.585	0.769	0.97567	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	ADAM10	102	O14672	ADAM metallopeptidase domain 10		224	0.489	0.846	1.0	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	MPZL2	10205	O60487	myelin protein zero like 2		40	0.653	0.5	1.0755e-12	0.01		1.0	1	0	1999.0	1999.0
Dementia	C0497327	RABEPK	10244	Q7Z6M1	Rab9 effector protein with kelch motifs		112	0.553	0.692	2.8422e-11	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	SDS	10993	P20132	serine dehydratase	Enzyme	139	0.534	0.769	0.00013923	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CHD2	1106	O14647	chromodomain helicase DNA binding protein 2		99	0.585	0.577	1.0	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CNMD	11061	O75829	chondromodulin		53	0.638	0.5	1.0396e-06	0.01		1.0	1	0	2002.0	2002.0
Dementia	C0497327	CNR1	1268	P21554	cannabinoid receptor 1	G-protein coupled receptor	393	0.446	0.808	0.50652	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	COL4A2	1284	P08572	collagen type IV alpha 2 chain		131	0.563	0.654	3.5842e-15	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	SLCO6A1	133482	Q86UG4	solute carrier organic anion transporter family member 6A1	Transporter	449	0.412	0.885	2.8807e-11	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	GPR151	134391	Q8TDV0	G protein-coupled receptor 151	G-protein coupled receptor	169	0.53	0.923	3.2266e-08	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CPE	1363	P16870	carboxypeptidase E		101	0.584	0.692	0.99233	0.01		1.0	1	0	2016.0	2016.0
Dementia	C0497327	CREB1	1385	P16220	cAMP responsive element binding protein 1		294	0.463	0.885	0.99673	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CRYGD	1421	P07320	crystallin gamma D		168	0.51	0.808	0.00030317	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CACUL1	143384	Q86Y37	CDK2 associated cullin domain 1		54	0.638	0.577	0.96315	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CSF3	1440	P09919	colony stimulating factor 3		687	0.377	0.885	0.38046	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CSPG4	1464	Q6UVK1	chondroitin sulfate proteoglycan 4		75	0.599	0.615	2.6212e-05	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	TOM1L2	146691	Q6ZVM7	target of myb1 like 2 membrane trafficking protein		8	0.89	0.077	0.0015723	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	CTSB	1508	P07858	cathepsin B	Enzyme	304	0.457	0.846	5.8819e-11	0.01		0.0	1	0	1995.0	1995.0
Dementia	C0497327	CTSD	1509	P07339	cathepsin D	Enzyme	242	0.478	0.846	0.00091747	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CUX1	1523	P39880;Q13948	cut like homeobox 1	Transcription factor	283	0.465	0.846	1.0	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	ADSL	158	P30566	adenylosuccinate lyase	Enzyme	84	0.631	0.654	8.9207e-12	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	DAG1	1605	Q14118	dystroglycan 1	Receptor	230	0.498	0.808	0.98117	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CCR5	1234	P51681	C-C motif chemokine receptor 5 (gene/pseudogene)	G-protein coupled receptor	508	0.398	0.885	4.3094e-10	0.01		1.0	1	0	2005.0	2005.0
Dementia	C0497327	TPP1	1200	O14773	tripeptidyl peptidase 1	Enzyme	151	0.551	0.808	6.2564e-07	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	ADAMTS13	11093	Q76LX8	ADAM metallopeptidase with thrombospondin type 1 motif 13	Enzyme	229	0.496	0.769	5.1409e-15	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	WDHD1	11169	O75717	WD repeat and HMG-box DNA binding protein 1	Nucleic acid binding	161	0.529	0.846	4.3694e-18	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CHIT1	1118	Q13231	chitinase 1		142	0.525	0.692	7.1716e-16	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	WIF1	11197	Q9Y5W5	WNT inhibitory factor 1	Calcium-binding protein	171	0.507	0.731	1.3249e-09	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	CHM	1121	P24386	CHM Rab escort protein	Enzyme	82	0.592	0.654	0.99899	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	CHRM1	1128	P11229	cholinergic receptor muscarinic 1	G-protein coupled receptor	68	0.653	0.577	0.99059	0.01		0.0	1	0	2004.0	2004.0
Dementia	C0497327	ACOT7	11332	O00154	acyl-CoA thioesterase 7	Enzyme	146	0.531	0.769	0.75926	0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	TMEM54	113452	Q969K7	transmembrane protein 54		26	0.716	0.5	0.0030921	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	CHRNB2	1141	P17787	cholinergic receptor nicotinic beta 2 subunit	Ion channel	96	0.617	0.308	0.00072964	0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	NLRP3	114548	Q96P20	NLR family pyrin domain containing 3		805	0.361	0.962	0.00081103	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	CSMD2	114784	Q7Z408	CUB and Sushi multiple domains 2		27	0.695	0.269		0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	ESCO1	114799	Q5FWF5	establishment of sister chromatid cohesion N-acetyltransferase 1		32	0.682	0.462	0.99995	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	H3P28	115482699		H3 histone pseudogene 28		111	0.553	0.692		0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	H3P11	115482708		H3 histone pseudogene 11		25	0.711	0.385		0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	MRGPRX3	117195	Q96LB0	MAS related GPR family member X3	G-protein coupled receptor	167	0.529	0.923		0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	MRGPRX4	117196	Q96LA9	MAS related GPR family member X4	G-protein coupled receptor	166	0.531	0.923		0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	OXER1	165140	Q8TDS5	oxoeicosanoid receptor 1	G-protein coupled receptor	169	0.529	0.923	7.3192e-08	0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	MIR21	406991		microRNA 21		726	0.363	0.846		0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	NDUFS3	4722	O75489	NADH:ubiquinone oxidoreductase core subunit S3		120	0.581	0.769	0.00058312	0.01		1.0	1	0	2011.0	2011.0
Dementia	C0497327	NFIA	4774	Q12857	nuclear factor I A	Nucleic acid binding	95	0.599	0.808	0.99959	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	NFATC3	4775	Q12968	nuclear factor of activated T cells 3	Transcription factor	57	0.636	0.538	0.99813	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	NFIB	4781	O00712	nuclear factor I B	Nucleic acid binding	102	0.573	0.654	0.99861	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	NFIC	4782	P08651	nuclear factor I C	Nucleic acid binding	63	0.626	0.654	0.090534	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	NFIX	4784	Q14938	nuclear factor I X	Nucleic acid binding	183	0.547	0.769	0.99903	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	NINJ2	4815	Q9NZG7	ninjurin 2	Cell adhesion	20	0.751	0.269	0.0010696	0.01		1.0	1	0	2011.0	2011.0
Dementia	C0497327	NOS1	4842	P29475	nitric oxide synthase 1		521	0.408	0.885	1.0	0.01		1.0	1	0	2001.0	2001.0
Dementia	C0497327	NOTCH4	4855	Q99466	notch receptor 4		150	0.534	0.731	2.0544e-23	0.01		1.0	1	0	2011.0	2011.0
Dementia	C0497327	NPTX2	4885	P47972	neuronal pentraxin 2		67	0.617	0.615	0.030511	0.01		0.0	1	0	2018.0	2018.0
Dementia	C0497327	NTRK2	4915	Q16620	neurotrophic receptor tyrosine kinase 2	Kinase	284	0.479	0.808	1.0	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	NTS	4922	P30990	neurotensin		184	0.517	0.769	3.8527e-05	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	MIR384	494333		microRNA 384		55	0.612	0.731		0.01		1.0	1	0	2014.0	2014.0
Dementia	C0497327	BDNF-AS	497258		BDNF antisense RNA		77	0.638	0.538		0.01		1.0	1	2	2017.0	2017.0
Dementia	C0497327	OXT	5020	P01178	oxytocin/neurophysin I prepropeptide	Signaling	135	0.615	0.423	0.71197	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	P2RY11	5032	Q96G91	purinergic receptor P2Y11	G-protein coupled receptor	27	0.705	0.538	0.0077062	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	MYLK	4638	Q15746	myosin light chain kinase	Kinase	199	0.51	0.846	9.1706e-12	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	MTR	4548	Q99707	5-methyltetrahydrofolate-homocysteine methyltransferase		245	0.482	0.808	2.4301e-12	0.01		1.0	1	1	2004.0	2004.0
Dementia	C0497327	MIR210	406992		microRNA 210		277	0.46	0.846		0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	MIR212	406994		microRNA 212		126	0.535	0.808		0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	MIR223	407008		microRNA 223		348	0.433	0.808		0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	MIR29A	407021		microRNA 29a		278	0.459	0.808		0.01		1.0	1	0	2008.0	2008.0
Dementia	C0497327	MAP2	4133	P11137	microtubule associated protein 2		126	0.537	0.692	1.0	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	SMCP	4184	P49901	sperm mitochondria associated cysteine rich protein		75	0.621	0.692		0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	MDM2	4193	Q00987	MDM2 proto-oncogene	Nucleic acid binding	702	0.362	0.846	0.99981	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	MDM4	4194	O15151	MDM4 regulator of p53	Nucleic acid binding	265	0.461	0.808	0.99992	0.01		1.0	1	0	2013.0	2013.0
Dementia	C0497327	MEF2C	4208	Q06413	myocyte enhancer factor 2C	Transcription factor	206	0.517	0.769	0.017256	0.01		1.0	1	0	2010.0	2010.0
Dementia	C0497327	POTEKP	440915	Q9BYX7	POTE ankyrin domain family member K, pseudogene		131	0.542	0.769		0.01		1.0	1	0	2006.0	2006.0
Dementia	C0497327	VN1R17P	441931	Q8TDU5	vomeronasal 1 receptor 17 pseudogene		167	0.529	0.923		0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	GPR166P	442206		G protein-coupled receptor 166 pseudogene		165	0.531	0.923		0.01		1.0	1	0	2018.0	2018.0
Dementia	C0497327	MSD	4434		microcephaly with spastic diplegia (Paine syndrome)		35	0.674	0.654		0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	MSMB	4477	P08118	microseminoprotein beta	Signaling	195	0.498	0.846	0.016199	0.01		1.0	1	0	2003.0	2003.0
Dementia	C0497327	PLF	450095		Pulmonary function		124	0.544	0.731		0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	ARMH1	339541	Q6PIY5	armadillo like helical domain containing 1		111	0.553	0.692	1.6479e-05	0.01		1.0	1	0	2017.0	2017.0
Dementia	C0497327	P4HB	5034	P07237	prolyl 4-hydroxylase subunit beta		222	0.488	0.808	0.99662	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PEBP1	5037	P30086	phosphatidylethanolamine binding protein 1	Enzyme modulator	181	0.5	0.808	0.09167	0.01		1.0	1	0	2002.0	2002.0
Dementia	C0497327	NOX4	50507	Q9NPH5	NADPH oxidase 4	Enzyme	260	0.471	0.885	5.7555e-20	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PGF	5228	P49763	placental growth factor	Signaling	288	0.46	0.846	0.1288	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PIK3CA	5290	P42336	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	Kinase	1511	0.292	0.923	1.0	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	PIK3CB	5291	P42338	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	Kinase	1083	0.322	0.885	0.99964	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	PIK3CD	5293	O00329	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta	Kinase	1119	0.319	0.885	0.99999	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	PIK3CG	5294	P48736	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	Kinase	1101	0.32	0.885	1.4076e-06	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	PITX2	5308	Q99697	paired like homeodomain 2		248	0.489	0.808	0.97618	0.01		1.0	1	0	2015.0	2015.0
Dementia	C0497327	PITX3	5309	O75364	paired like homeodomain 3		93	0.585	0.692	0.81276	0.01		1.0	1	1	2017.0	2017.0
Dementia	C0497327	PKNOX1	5316	P55347	PBX/knotted 1 homeobox 1	Enzyme	34	0.674	0.538	0.99401	0.01		1.0	1	0	2012.0	2012.0
Dementia	C0497327	PLAUR	5329	Q03405	plasminogen activator, urokinase receptor		147	0.536	0.731	0.0053378	0.01		1.0	1	0	2004.0	2004.0
Dementia	C0497327	PLD1	5337	Q13393	phospholipase D1		104	0.576	0.731	4.7758e-21	0.01		1.0	1	0	2019.0	2019.0
Dementia	C0497327	PLP1	5354	P60201	proteolipid protein 1	Cellular structure	160	0.543	0.769	0.92845	0.01		1.0	1	0	1996.0	1996.0
