Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Dementia	C0497327	SPAST	6683	0.16	GeneticVariation		BEFREE	"This study indicates an active progression of cognitive deterioration and <span class=""disease"" id=""14872021-12-74-82"">dementia</span> in older patients with <span class=""gene"" id=""14872021-12-106-110"">SPG4</span>-ADHSP."	14872021.0	2004.0
Dementia	C0497327	LAMC2	3918	0.1	Biomarker		BEFREE	"Baseline <span class=""gene"" id=""30611311-3-9-12"">CSF</span> biomarkers (amyloid beta (Aβ) 1-42, Aβ42/40, Tau, and pTau181), interpreted according to the ES, were used to estimate time to progression from the MCI stage of AD to ADD, conditional on age, gender, APOE ε4 genotype, and Mini Mental State Examination score in 144 MCI subjects, using the Extended Cox Model; the subjects were followed-up until they developed <span class=""disease"" id=""30611311-3-373-381"">dementia</span> or until they had been cognitively stable for at least 2 years."	30611311.0	2019.0
Dementia	C0497327	CSF2	1437	0.1	Biomarker		BEFREE	"This may indicate that Aβ levels in the <span class=""gene"" id=""29324921-14-40-43"">CSF</span> are affected significantly by ventriculomegaly and not as much by pathophysiological pathways characteristic for each <span class=""disease"" id=""29324921-14-162-170"">dementia</span> entity."	29324921.0	2019.0
Dementia	C0497327	ESR1	2099	0.1	GeneticVariation		BEFREE	"Variations in <span class=""gene"" id=""15263903-0-14-31"">estrogen receptor</span> alpha gene and risk of <span class=""disease"" id=""15263903-0-55-63"">dementia</span>, and brain volumes on MRI."	15263903.0	2004.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"The objective of this study was to test the hypothesis that education may decrease the risk of <span class=""gene"" id=""22056199-3-95-99"">APOE</span> ε4 on <span class=""disease"" id=""22056199-3-106-114"">dementia</span>."	22056199.0	2012.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Identification of misdiagnosed fronto-temporal <span class=""disease"" id=""24359501-0-47-55"">dementia</span> using <span class=""gene"" id=""24359501-0-62-66"">APOE</span> genotype and phenotype-genotype correlation analyses."	24359501.0	2014.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Mutations in genes directly associated with the amyloid cascade (APP, PSEN1, PSEN2) are present in less than 5% of the Alzheimer's disease population; however, the presence of the epsilon4 allele of the <span class=""gene"" id=""18078356-5-203-219"">apolipoprotein E</span> gene (APOE) represents a major risk factor for more than 40% of patients with <span class=""disease"" id=""18078356-5-298-306"">dementia</span>."	18078356.0	2007.0
Dementia	C0497327	CCL2	6347	0.06	AlteredExpression		BEFREE	"<span class=""gene"" id=""15312962-1-0-5"">MCP-1</span> levels are increased in CSF of patients with Alzheimer's disease (AD) compared with controls, suggesting a role in the development of <span class=""disease"" id=""15312962-1-140-148"">dementia</span>."	15312962.0	2004.0
Dementia	C0497327	MAPT	4137	0.5	AlteredExpression		BEFREE	"Alzheimer's disease (AD) is a devastating and progressive form of <span class=""disease"" id=""27589530-1-66-74"">dementia</span> that is typically associated with a build-up of amyloid-β plaques and hyperphosphorylated and misfolded <span class=""gene"" id=""27589530-1-179-182"">tau</span> protein in the brain."	27589530.0	2016.0
Dementia	C0497327	LAMC2	3918	0.1	Biomarker		BEFREE	"Predicting clinical decline and conversion to Alzheimer's disease or <span class=""disease"" id=""31836810-0-69-77"">dementia</span> using novel Elecsys Aβ(1-42), pTau and tTau <span class=""gene"" id=""31836810-0-122-125"">CSF</span> immunoassays."	31836810.0	2019.0
Dementia	C0497327	TYROBP	7305	0.36	Biomarker		BEFREE	"Nasu-Hakola disease (polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy--<span class=""gene"" id=""15049507-0-99-104"">PLOSL</span>): a <span class=""disease"" id=""15049507-0-109-117"">dementia</span> associated with bone cystic lesions. From clinical to genetic and molecular aspects."	15049507.0	2004.0
Dementia	C0497327	IL13	3596	0.01	AlteredExpression		BEFREE	"These results suggest that IL-4 and <span class=""gene"" id=""31010119-5-36-41"">IL-13</span> that were endogenously expressed from reactive microglia may play a critical role on neuronal death by regulating oxidative stress during the neurodegenerative diseases, such as Alzheimer's disease and <span class=""disease"" id=""31010119-5-244-252"">dementia</span>."	31010119.0	2019.0
Dementia	C0497327	TXNIP	10628	0.02	Biomarker		BEFREE	"The significant contribution of <span class=""gene"" id=""30741672-10-32-37"">TXNIP</span> to AD pathology suggests that strategies focusing on specific targeting of the <span class=""gene"" id=""30741672-10-117-122"">TXNIP</span>-NLRP3 inflammasome may lead to novel therapies for the management of AD and other age-related <span class=""disease"" id=""30741672-10-217-226"">dementias</span>."	30741672.0	2019.0
Dementia	C0497327	PRNP	5621	0.5	GeneticVariation		BEFREE	"<span class=""disease"" id=""8513392-0-0-8"">Dementia</span> associated with a 216 base pair insertion in the <span class=""gene"" id=""8513392-0-58-71"">prion protein</span> gene. Clinical and neuropathological features."	8513392.0	1993.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"Case-control design within 2 cohort studies, using standardized cognitive screening and clinical evaluation to identify AD and other <span class=""disease"" id=""10867779-3-133-142"">dementias</span> and polymerase chain reaction to identify <span class=""gene"" id=""10867779-3-185-189"">APOE</span> genotyping."	10867779.0	2000.0
Dementia	C0497327	ERCC8	1161	0.1	Biomarker		HPO			
Dementia	C0497327	BCHE	590	0.1	Biomarker		BEFREE	"<span class=""gene"" id=""28103749-9-0-14"">Cholinesterase</span> inhibitors should be used for the treatment of people with Lewy body <span class=""disease"" id=""28103749-9-84-93"">dementias</span> (both Parkinson's disease <span class=""disease"" id=""28103749-9-120-128"">dementia</span> and dementia with Lewy bodies), and memantine may be helpful (A)."	28103749.0	2017.0
Dementia	C0497327	SNTA1	6640	0.01	GeneticVariation		BEFREE	"Using human transcriptomic data, we demonstrate that expression of perivascular astroglial gene products dystroglycan (DAG1), dystrobrevin (DTNA) and alpha-syntrophin (<span class=""gene"" id=""30120299-4-168-173"">SNTA1</span>), are associated with <span class=""disease"" id=""30120299-4-196-204"">dementia</span> status and phosphorylated tau (P-tau) levels in temporal cortex."	30120299.0	2018.0
Dementia	C0497327	CTSD	1509	0.01	Biomarker		BEFREE	"However, the status of cathepsin D (<span class=""gene"" id=""30051532-3-36-40"">catD</span>) is unclear in Lewy body dementia, the second most common form of neurodegenerative <span class=""disease"" id=""30051532-3-125-133"">dementia</span> after AD, and characterized by Lewy bodies (LB) containing aggregated α-synuclein."	30051532.0	2019.0
Dementia	C0497327	PPP1R2C	80316	0.01	Biomarker		BEFREE	"Data were derived from follow-up waves <span class=""gene"" id=""23883793-2-39-43"">I-IV</span> of the longitudinal German study on Ageing, Cognition and <span class=""disease"" id=""23883793-2-102-110"">Dementia</span> in Primary Care Patients (AgeCoDe)."	23883793.0	2014.0
Dementia	C0497327	TARDBP	23435	0.1	Biomarker		BEFREE	"Full-length <span class=""gene"" id=""25215604-0-12-18"">TDP-43</span> forms toxic amyloid oligomers that are present in frontotemporal lobar <span class=""disease"" id=""25215604-0-90-98"">dementia</span>-TDP patients."	25215604.0	2014.0
Dementia	C0497327	PSEN1	5663	0.2	GeneticVariation		BEFREE	"This study aimed to determine Consortium to Establish a Registry for Alzheimer's Disease (CERAD) Neuropsychological Assessment Battery total score diagnostic accuracy in the diagnosis of mild cognitive impairment (MCI) and <span class=""disease"" id=""26478578-1-223-231"">dementia</span> in familial Alzheimer's disease (FAD) with <span class=""variant"" dbSNP=""rs63750231"" genes_norm=""5663"">E280A</span> mutation on <span class=""gene"" id=""26478578-1-293-305"">presenilin-1</span> gene (<span class=""gene"" id=""26478578-1-312-317"">PSEN1</span>)."	26478578.0	2016.0
Dementia	C0497327	IGFALS	3483	0.1	Biomarker		BEFREE	"While 92.3% indicated they offered genetic testing to patients with familial ALS, 57.0% offered testing to patients with <span class=""gene"" id=""30931630-3-121-124"">ALS</span> and a family history of <span class=""disease"" id=""30931630-3-149-157"">dementia</span>, and 36.9% offered testing to patients with sporadic ALS, revealing a lack of consensus with respect to the approach to the typical ALS patient encountered in clinical practice."	30931630.0	2019.0
Dementia	C0497327	MAPT	4137	0.5	Biomarker		CTD_human	Early-onset, rapidly progressive familial tauopathy with R406W mutation.	11889249.0	2002.0
Dementia	C0497327	HMOX1	3162	0.01	Biomarker		BEFREE	"Particular focus has been given to the role of <span class=""gene"" id=""29662895-4-47-63"">heme oxygenase-1</span> (<span class=""gene"" id=""29662895-4-65-69"">HO-1</span>)-an important cellular cytoprotectant in preserving mental acuity-using an aging rat model of <span class=""disease"" id=""29662895-4-164-172"">dementia</span>."	29662895.0	2018.0
Dementia	C0497327	EBNA1BP2	10969	0.01	Biomarker		BEFREE	"Further studies are needed to evaluate the role of CSF IL-12/23 <span class=""gene"" id=""28464009-10-64-67"">p40</span> in other <span class=""disease"" id=""28464009-10-77-86"">dementias</span> and SMCI."	28464009.0	2017.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"We included 209 consecutive late-onset AD patients to find out which factors among educational levels, coronary heart disease risk estimated by way of Framingham risk scores, history of head trauma or depression, surgical procedures under general anesthesia, family history of neurodegenerative diseases, gender, marital status and <span class=""gene"" id=""25591674-4-332-336"">APOE</span> haplotypes might be related to the age of <span class=""disease"" id=""25591674-4-379-387"">dementia</span> onset in this sample of patients with low mean schooling."	25591674.0	2015.0
Dementia	C0497327	PLEKHG5	57449	0.01	GeneticVariation		BEFREE	"This study is part of the <span class=""gene"" id=""31614031-5-26-30"">TECH</span>@HOME project, aiming to evaluate the effects of sensor-based technology on independence among people with <span class=""disease"" id=""31614031-5-137-145"">dementia</span> and caregiver stress among their family members."	31614031.0	2019.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"The study sample consisted of 1026 subjects from this cohort who were alive and <span class=""negexp"">free of</span> stroke and <span class=""disease"" id=""12742802-4-99-107"">dementia</span> at examination cycle 20 (1988-1989) and had undergone <span class=""gene"" id=""12742802-4-162-178"">apolipoprotein E</span> (<span class=""gene"" id=""12742802-4-180-184"">APOE</span>) genotyping."	12742802.0	2003.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Compared with <span class=""gene"" id=""12205106-6-14-18"">APOE</span> epsilon3/epsilon 3 subjects, those with the epsilon3/epsilon4 genotypes were not at significantly higher risk for <span class=""disease"" id=""12205106-6-133-141"">dementia</span> (OR=1.1, 95% CI=0.6 to 1.9), although epsilon4/epsilon4 subjects were (OR= 3.8, 95% CI=1.0 to 14.0)."	12205106.0	2002.0
Dementia	C0497327	APP	351	0.7	Biomarker		BEFREE	"This observation has several implications: <span class=""gene"" id=""15363602-9-43-46"">APP</span> processing abnormalities, believed to be a very early change in Alzheimer disease in neuronal compartment, does occur in extraneuronal tissues, such as platelets, thus suggesting that Alzheimer disease is a systemic disorder; further, our data strongly indicate that a differential level of platelet <span class=""gene"" id=""15363602-9-347-350"">APP</span> forms can be considered a potential peripheral marker of Alzheimer disease allowing for discrimination between Alzheimer and other types of <span class=""disease"" id=""15363602-9-491-499"">dementia</span> with good sensitivity and specificity."	15363602.0	2004.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		LHGDN	Apolipoprotein E gene in frontotemporal dementia: an association study and meta-analysis.	12107813.0	2002.0
Dementia	C0497327	ADIPOQ	9370	0.05	AlteredExpression		BEFREE	"In women, increased plasma <span class=""gene"" id=""22213409-9-27-38"">adiponectin</span> levels are an independent risk factor for the development of both all-cause <span class=""disease"" id=""22213409-9-115-123"">dementia</span> and AD."	22213409.0	2012.0
Dementia	C0497327	SLCO6A1	133482	0.01	Biomarker		BEFREE	"Polymorphism for genotypes of glutathione S-transferase (<span class=""gene"" id=""15775718-3-57-60"">GST</span>) and sulfotransferase 1A1, hypothetically of importance in <span class=""disease"" id=""15775718-3-120-138"">dementia disorders</span>, was also included in the analysis."	15775718.0	2005.0
Dementia	C0497327	CD4	920	0.01	AlteredExpression		BEFREE	"Human immunodeficiency virus type 1 (HIV-1) infection in the central nervous system (CNS) is characterized by replication in macrophages or brain microglia that express low levels of the <span class=""gene"" id=""24829360-1-187-199"">CD4 receptor</span> and is the cause of HIV-associated <span class=""disease"" id=""24829360-1-235-243"">dementia</span> and related cognitive and motor disorders that affect 20 to 30% of treatment-naive patients with AIDS."	24829360.0	2014.0
Dementia	C0497327	ATP13A2	23400	0.17	GeneticVariation		BEFREE	"Here, we describe loss-of-function mutations in a previously uncharacterized, predominantly neuronal P-type ATPase gene, <span class=""gene"" id=""16964263-4-121-128"">ATP13A2</span>, underlying an autosomal recessive form of early-onset parkinsonism with pyramidal degeneration and <span class=""disease"" id=""16964263-4-229-237"">dementia</span> (<span class=""gene"" id=""16964263-4-239-244"">PARK9</span>, Kufor-Rakeb syndrome)."	16964263.0	2006.0
Dementia	C0497327	DNMT1	1786	0.45	GeneticVariation		BEFREE	"As mutations in <span class=""gene"" id=""25669430-4-16-21"">DNMT1</span> cause a rare dominant form of narcolepsy in association with deafness, cerebellar ataxia and <span class=""disease"" id=""25669430-4-115-123"">dementia</span>, we questioned whether the association with P2RY11 in sporadic narcolepsy could be secondary to linkage disequilibrium with DNMT1."	25669430.0	2015.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"To estimate the extent of cognitive impairment and risk of progress to <span class=""disease"" id=""22426015-2-71-79"">dementia</span> associated with anticholinergic drug use and to estimate confounding by gender, <span class=""gene"" id=""22426015-2-160-164"">APOE</span>, family history of dementia, lower SES, less education, and lower childhood mental ability, we recruited 281 volunteers at age 77-78 without overt dementia who had taken part in the Scottish Mental Survey of 1932."	22426015.0	2012.0
Dementia	C0497327	AKAP6	9472	0.02	Biomarker		BEFREE	"Two of these genes were independently mutated in more than one family with similar phenotypes, which substantiates their link to human disease (<span class=""gene"" id=""28600779-9-144-149"">AKAP6</span> in intellectual disability and UBR4 in early <span class=""disease"" id=""28600779-9-195-203"">dementia</span>)."	28600779.0	2017.0
Dementia	C0497327	GPX4	2879	0.01	Biomarker		BEFREE	"This study explored the effectiveness of the individualized Meeting Centers Support Program (iMCSP) consisting of DemenTalent (people with <span class=""disease"" id=""31692559-2-139-147"">dementia</span> work as volunteers in a society based on their talents), Dementelcoach (telephone coaching), and STAR e-Learning for caregivers, compared to regular <span class=""gene"" id=""31692559-2-297-301"">MCSP</span> and No day care support."	31692559.0	2019.0
Dementia	C0497327	MECP2	4204	0.11	Biomarker		HPO			
Dementia	C0497327	CCR5	1234	0.01	Biomarker		BEFREE	"Although R5+X4 tropism was associated with advanced immunodeficiency, all 4 subjects with acquired immunodeficiency syndrome <span class=""disease"" id=""15717264-8-125-133"">dementia</span> complex had <span class=""gene"" id=""15717264-8-146-148"">R5</span> tropism in CSF."	15717264.0	2005.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Furthermore, pathology-confirmed AD represents 29% (2/7) of the <span class=""gene"" id=""29562509-8-64-68"">APOE</span>ɛ2/ɛ2 patients diagnosed with <span class=""disease"" id=""29562509-8-98-106"">dementia</span>."	29562509.0	2018.0
Dementia	C0497327	MAPT	4137	0.5	GeneticVariation		BEFREE	"The <span class=""gene"" id=""10374757-1-4-7"">tau</span> gene has been found to be the locus of <span class=""disease"" id=""10374757-1-47-55"">dementia</span> with rigidity linked to chromosome 17."	10374757.0	1999.0
Dementia	C0497327	SIRT1	23411	0.05	Biomarker		BEFREE	"<span class=""gene"" id=""29523769-4-0-5"">SIRT1</span> can control stem cell proliferation, block neuronal injury through limiting programmed cell death, drive vascular cell survival, and control clinical disorders that include <span class=""disease"" id=""29523769-4-179-187"">dementia</span> and retinopathy."	29523769.0	2018.0
Dementia	C0497327	ACE	1636	0.1	GeneticVariation		BEFREE	"Apolipoprotein E, <span class=""gene"" id=""12736093-0-18-47"">angiotensin-converting enzyme</span> and alpha-1-antichymotrypsin genotypes are <span class=""negexp"">not associated</span> with post-stroke <span class=""disease"" id=""12736093-0-123-131"">dementia</span>."	12736093.0	2003.0
Dementia	C0497327	SFTPC	6440	0.02	GeneticVariation		BEFREE	"Many of these mutations involve either missense or deletion mutations located in a region of the pro<span class=""gene"" id=""15709974-5-100-104"">SP-C</span> molecule that has structural homology to the BRI family of proteins linked to inherited degenerative <span class=""disease"" id=""15709974-5-206-215"">dementias</span>."	15709974.0	2005.0
Dementia	C0497327	CHRNA7	1139	0.04	GeneticVariation		BEFREE	"No studies explored the gene-gene, gene-environment interactions between <span class=""gene"" id=""27249957-3-73-79"">CHRNA7</span> polymorphism, apolipoprotein E (APOE) ε4 status and smoking on <span class=""disease"" id=""27249957-3-143-151"">dementia</span> risk."	27249957.0	2016.0
Dementia	C0497327	GRN	2896	0.5	GeneticVariation		BEFREE	"In addition, autosomal-dominant <span class=""disease"" id=""20187245-5-32-40"">dementia</span> and Parkinsonism has been shown to be caused by mutations in the MAPT and <span class=""gene"" id=""20187245-5-115-119"">PGRN</span> genes."	20187245.0	2010.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Given the similarities between Alzheimer disease and <span class=""disease"" id=""9214529-1-53-61"">dementia</span> pugilistica, we evaluated the relationship between apolipoprotein E (<span class=""gene"" id=""9214529-1-131-135"">APOE</span>) genotype and chronic traumatic brain injury (CTBI) in boxers to determine whether there is a genetic susceptibility to the effects of head trauma."	9214529.0	1997.0
Dementia	C0497327	APP	351	0.7	GeneticVariation		BEFREE	"Alzheimer's disease (AD) is the most common cause of <span class=""disease"" id=""12223532-1-53-61"">dementia</span> that arises on a neuropathological background of amyloid plaques containing beta-amyloid (A beta) derived from <span class=""gene"" id=""12223532-1-173-198"">amyloid precursor protein</span> (<span class=""gene"" id=""12223532-1-200-203"">APP</span>) and tau-rich neurofibrillary tangles."	12223532.0	2002.0
Dementia	C0497327	ACE	1636	0.1	GeneticVariation		BEFREE	"Our results suggest that, ApoE ε4, <span class=""gene"" id=""28657841-10-35-40"">ACE I</span> and PON1-<span class=""variant"" dbSNP=""rs854560"" genes_norm=""5444"">L55M</span> T alleles are associated with <span class=""disease"" id=""28657841-10-85-93"">dementia</span> risk whether these polymorphisms were studied separately or gathered in haplotypes."	28657841.0	2018.0
Dementia	C0497327	CSF2	1437	0.1	Biomarker		BEFREE	"<span class=""gene"" id=""29321235-9-0-3"">CSF</span> tau and &lt;sup&gt;18&lt;/sup&gt;F-AV-1451 have equal performance in early clinical stages of AD, but &lt;sup&gt;18&lt;/sup&gt;F-AV-1451 is superior in the <span class=""disease"" id=""29321235-9-136-144"">dementia</span> stage, and exhibits close to perfect diagnostic performance for mild to moderate AD."	29321235.0	2018.0
Dementia	C0497327	CSF1R	1436	0.33	GeneticVariation		BEFREE	"However, heterozygous inactivating mutations in the <span class=""gene"" id=""28236968-11-52-57"">Csf1r</span> lead to a dominantly inherited adult-onset <span class=""disease"" id=""28236968-11-101-121"">progressive dementia</span>, highlighting the importance of CSF-1R signaling in the brain."	28236968.0	2017.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"In addition, the association between LLA intake and dementia was <span class=""negexp"">not modified</span> by <span class=""gene"" id=""15883313-10-81-85"">APOE</span> genotype, whereas hyperlipidemia was significantly associated with increased <span class=""disease"" id=""15883313-10-163-171"">dementia</span> prevalence only in non-epsilon4 carriers and non-Alzheimer disease cases."	15883313.0	2005.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"The frequency of the <span class=""gene"" id=""8086986-7-21-37"">apolipoprotein E</span> e4 allele was 0.359 in patients with Alzheimer's disease and 0.165 subjects without <span class=""disease"" id=""8086986-7-122-130"">dementia</span> (P &lt; 0.0001)."	8086986.0	1994.0
Dementia	C0497327	ERVK-6	64006	0.02	AlteredExpression		BEFREE	"In human immunodeficiency virus (HIV)-infected individuals, the level of the HIV <span class=""gene"" id=""10747981-1-81-97"">envelope protein</span> gp41 in brain tissue is correlated with neurological damage and <span class=""disease"" id=""10747981-1-162-170"">dementia</span>."	10747981.0	2000.0
Dementia	C0497327	APOE	348	0.2	Biomarker		BEFREE	"Onset of <span class=""disease"" id=""8957023-0-9-17"">dementia</span> is associated with <span class=""gene"" id=""8957023-0-37-53"">apolipoprotein E</span> epsilon4 in Down's syndrome."	8957023.0	1996.0
Dementia	C0497327	MIR210	406992	0.01	AlteredExpression		BEFREE	"The most notable findings were decreased miR-106a and <span class=""gene"" id=""29660943-6-54-61"">miR-210</span>, and increased miR-106b expression in twins with a <span class=""disease"" id=""29660943-6-113-121"">dementia</span> diagnosis."	29660943.0	2018.0
Dementia	C0497327	NOTCH3	4854	0.5	GeneticVariation		BEFREE	"<span class=""gene"" id=""8878478-0-0-6"">Notch3</span> mutations in CADASIL, a hereditary adult-onset condition causing stroke and <span class=""disease"" id=""8878478-0-83-91"">dementia</span>."	8878478.0	1996.0
Dementia	C0497327	BDNF	627	0.1	GeneticVariation		BEFREE	"<span class=""gene"" id=""27071687-0-0-33"">Brain-derived neurotrophic factor</span> (<span class=""gene"" id=""27071687-0-35-39"">BDNF</span>) <span class=""variant"" dbSNP=""rs6265;rs759834365"" genes_norm=""627"">Val66Met</span> polymorphism and post-stroke <span class=""disease"" id=""27071687-0-79-87"">dementia</span>: a hospital-based study from northern Iran."	27071687.0	2016.0
Dementia	C0497327	ALDH2	217	0.03	Biomarker		BEFREE	"Targeting FA and its metabolizing enzyme <span class=""gene"" id=""29401634-9-41-46"">ALDH2</span> may be a valid approach for preventing and treating <span class=""disease"" id=""29401634-9-99-107"">dementia</span> in diabetes mellitus.-Tan, T., Zhang, Y., Luo, W., Lv, J., Han, C., Hamlin, J. N. R., Luo, H., Li, H., Wan, Y., Yang, X., Song, W., Tong, Z. Formaldehyde induces diabetes-associated cognitive impairments."	29401634.0	2018.0
Dementia	C0497327	SNCA	6622	0.2	GeneticVariation		BEFREE	"Disorders with progressive accumulation of <span class=""gene"" id=""28476636-1-43-54"">α-synuclein</span> (α-syn) are a common cause of <span class=""disease"" id=""28476636-1-85-93"">dementia</span> and parkinsonism in the aging population."	28476636.0	2017.0
Dementia	C0497327	LGI1	9211	0.01	Biomarker		BEFREE	"This case raises the awareness that a rapid <span class=""disease"" id=""30732585-9-44-64"">progressive dementia</span> with predominant memory deficits could be induced by immunoreactions against <span class=""gene"" id=""30732585-9-142-146"">LGI1</span>."	30732585.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Inheritance of the <span class=""gene"" id=""8757018-1-19-35"">apolipoprotein E</span> (<span class=""gene"" id=""8757018-1-37-41"">apoE</span>) epsilon 4 allele is a risk factor for developing Alzheimer's disease (AD) and is associated with a lower age of <span class=""disease"" id=""8757018-1-155-163"">dementia</span> onset."	8757018.0	1996.0
Dementia	C0497327	TARDBP	23435	0.1	Biomarker		BEFREE	"Limbic-predominant age-related <span class=""gene"" id=""31376286-1-31-57"">TAR-DNA-binding protein-43</span> (<span class=""gene"" id=""31376286-1-59-65"">TDP-43</span>) encephalopathy with hippocampal sclerosis pathology (LATE-NC + HS) is a neurodegenerative disorder characterized by severe hippocampal CA1 neuron loss and TDP-43-pathology, leading to cognitive dysfunction and <span class=""disease"" id=""31376286-1-277-285"">dementia</span>."	31376286.0	2020.0
Dementia	C0497327	DPP4	1803	0.05	GeneticVariation		BEFREE	"Lower risk of <span class=""disease"" id=""31279960-7-14-22"">dementia</span> was particularly noticeable in all of the combination therapy groups and especially lower in the combination therapy group treated with <span class=""gene"" id=""31279960-7-159-181"">dipeptidyl peptidase 4</span> inhibitor (aHR 0.48, 95% CI 0.45-0.51)."	31279960.0	2019.0
Dementia	C0497327	GPX1	2876	0.01	AlteredExpression		LHGDN	Cellular glutathione peroxidase in human brain: cellular distribution, and its potential role in the degradation of Lewy bodies in Parkinson's disease and dementia with Lewy bodies.	18853169.0	2009.0
Dementia	C0497327	USO1	8615	0.02	Biomarker		BEFREE	"Findings suggest that <span class=""gene"" id=""30035341-7-22-25"">TAP</span>-O may be an effective nonpharmacological strategy to reduce NPS of outpatients with <span class=""disease"" id=""30035341-7-110-118"">dementia</span> and to minimize caregiver burden."	30035341.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"PCHAT, C2BAT, and standard linear mixed models were used to test for association between <span class=""gene"" id=""23650207-5-89-96"">APOE-ϵ4</span> allele and performance on 19 neuropsychological tests using subjects without <span class=""disease"" id=""23650207-5-174-182"">dementia</span> at baseline from the Religious Orders Study (ROS) (n = 693) and Memory and Aging Project (MAP) (n = 778)."	23650207.0	2013.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"Increased blood-brain barrier permeability is associated with <span class=""disease"" id=""28061383-0-62-70"">dementia</span> and diabetes but not amyloid pathology or <span class=""gene"" id=""28061383-0-113-117"">APOE</span> genotype."	28061383.0	2017.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"<span class=""gene"" id=""21743131-1-0-16"">Apolipoprotein E</span> ε4 (<span class=""gene"" id=""21743131-1-21-26"">ApoE4</span>) has been implicated as a potential genetic risk factor for <span class=""disease"" id=""21743131-1-87-95"">dementia</span>."	21743131.0	2011.0
Dementia	C0497327	CSF2	1437	0.1	Biomarker		BEFREE	"Potential predictors included <span class=""gene"" id=""31805990-8-30-33"">CSF</span> biomarkers, cognitive performance (verbal learning and memory), apolipoprotein E (APOE) ε4 genotype, medial temporal lobe atrophy, family history of <span class=""disease"" id=""31805990-8-183-191"">dementia</span>, depressive symptoms, and vascular factors, including the Cardiovascular Risk Factors, Aging and <span class=""disease"" id=""31805990-8-289-297"">Dementia</span> (<span class=""disease"" id=""31805990-8-299-304"">CAIDE</span>) risk score."	31805990.0	2019.0
Dementia	C0497327	ND6	4541	0.1	Biomarker		HPO			
Dementia	C0497327	CSF2	1437	0.1	Biomarker		BEFREE	"We aimed to determine the diagnostic utility of an extended panel of <span class=""gene"" id=""29558979-3-69-72"">CSF</span> biomarkers to differentiate AD from a range of other neurodegenerative <span class=""disease"" id=""29558979-3-144-153"">dementias</span>."	29558979.0	2018.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		BEFREE	"<span class=""gene"" id=""10402500-0-0-5"">Apo E</span> genotypes and risk of <span class=""disease"" id=""10402500-0-28-36"">dementia</span> in Down syndrome."	10402500.0	1999.0
Dementia	C0497327	NOTCH3	4854	0.5	Biomarker		HPO			
Dementia	C0497327	IL10	3586	0.03	Biomarker		BEFREE	"Our results showed the relevance of the role that <span class=""gene"" id=""27474414-6-50-55"">IL-10</span> plays in the pathological mechanisms that result in the development of <span class=""disease"" id=""27474414-6-127-135"">dementia</span>."	27474414.0	2016.0
Dementia	C0497327	UGCG	7357	0.01	Biomarker		BEFREE	"Patients with acute ischemic stroke, admitted to the emergency room, aged ≥ 70 years, score on the <span class=""gene"" id=""31365642-7-99-102"">GCS</span> ≤ 14, anterior circulation infarct and <span class=""disease"" id=""31365642-7-142-150"">dementia</span> should be prioritized for swallowing assessment and rehabilitation."	31365642.0	2019.0
Dementia	C0497327	APOE	348	0.2	GeneticVariation		LHGDN	CSF beta-amyloid 1-42 and tau in Tunisian patients with Alzheimer's disease: the effect of APOE epsilon4 allele.	18555606.0	2008.0
Dementia	C0497327	SOD1	6647	0.1	GeneticVariation		BEFREE	"Aus-12 DNA samples were <span class=""negexp"">negative for</span> mutations in all known <span class=""disease"" id=""23338750-5-60-68"">dementia</span> and <span class=""gene"" id=""23338750-5-73-76"">ALS</span> genes, including C9ORF72 and FUS."	23338750.0	2013.0
Dementia	C0497327	UBQLN2	29978	0.06	GeneticVariation		BEFREE	"Mutations in <span class=""gene"" id=""22169395-1-13-19"">UBQLN2</span> encoding <span class=""gene"" id=""22169395-1-29-40"">ubiquilin-2</span> have recently been identified in families with dominant X-linked juvenile and adult-onset amyotrophic lateral sclerosis (ALS) and ALS/<span class=""disease"" id=""22169395-1-175-183"">dementia</span>."	22169395.0	2012.0
